2025-12-23,0,115
2025-12-23,0,7
2025-12-23,0,37
2025-12-23,0,17
2025-12-23,0,143
2025-12-23,0,50
2025-12-23,0,7
2025-12-23,0,2
2025-12-23,1,3
2025-12-23,0,10
2025-12-23,0,13
2025-12-23,0,11
2025-12-23,0,13
2025-12-23,0,12
2025-12-23,0,12
2025-12-23,0,6
2025-12-23,0,13
2025-12-23,0,33
2025-12-23,1,1
2025-12-23,4,6
2025-12-23,0,8
2025-12-23,0,14
2025-12-23,0,21
2025-12-23,0,88
2025-12-23,0,76
2025-12-23,0,59
2025-12-23,0,16
2025-12-23,4,26
2025-12-23,0,41
2025-12-23,0,10
2025-12-23,1,20
2025-12-23,0,71
2025-12-23,0,83
2025-12-23,0,94
2025-12-23,0,92
2025-12-23,0,109
2025-12-23,0,19
2025-12-23,0,20
2025-12-23,0,17
2025-12-23,0,22
2025-12-23,1,0
2025-12-23,6,1
2025-12-23,1,1
2025-12-23,6,2
2025-12-23,2,2
2025-12-23,7,1
2025-12-23,6,4
2025-12-23,6,5
2025-12-23,1,0
2025-12-23,1,1
2025-12-23,0,2
2025-12-23,8,10
2025-12-23,1,1
2025-12-23,7,7
2025-12-22,0,0
2025-12-22,0,0
2025-12-22,154,0
2025-12-22,47,0
2025-12-22,0,5
2025-12-22,0,55
2025-12-22,0,3
2025-12-22,0,126
2025-12-22,0,53
2025-12-22,0,1
2025-12-22,0,77
2025-12-22,0,24
2025-12-22,0,20
2025-12-22,0,4
2025-12-22,0,13
2025-12-22,0,109
2025-12-22,0,178
2025-12-22,3,0
2025-12-22,1,2
2025-12-22,2,0
2025-12-22,2,1
2025-12-22,2,0
2025-12-22,76,0
2025-12-22,16,0
2025-12-22,12,9
2025-12-22,71,0
2025-12-22,83,0
2025-12-22,3,1
2025-12-22,12,4
2025-12-22,5,2
2025-12-22,103,0
2025-12-22,6,0
2025-12-22,8,0
2025-12-22,22,0
2025-12-22,16,0
2025-12-22,7,0
2025-12-22,37,0
2025-12-22,17,0
2025-12-22,142,0
2025-12-22,3,1
2025-12-22,33,0
2025-12-22,1,1
2025-12-22,41,0
2025-12-22,10,0
2025-12-22,4,0
2025-12-22,92,0
2025-12-22,107,0
2025-12-22,19,0
2025-12-22,12,0
2025-12-22,14,0
2025-12-21,107,0
2025-12-21,6,0
2025-12-21,34,0
2025-12-21,15,0
2025-12-21,14,0
2025-12-21,115,0
2025-12-21,7,0
2025-12-21,12,0
2025-12-21,12,0
2025-12-21,6,0
2025-12-21,13,0
2025-12-21,20,1
2025-12-21,90,0
2025-12-21,104,1
2025-12-21,5,0
2025-12-21,32,0
2025-12-21,2,0
2025-12-21,4,2
2025-12-21,2,0
2025-12-21,5,0
2025-12-21,6,3
2025-12-21,6,0
2025-12-21,14,0
2025-12-21,114,0
2025-12-21,44,0
2025-12-21,10,0
2025-12-21,13,0
2025-12-21,11,0
2025-12-21,13,0
2025-12-21,8,0
2025-12-21,14,0
2025-12-21,21,0
2025-12-21,88,0
2025-12-21,59,0
2025-12-21,19,0
2025-12-21,22,0
2025-12-21,2,14
2025-12-21,31,21
2025-12-21,24,0
2025-12-21,51,2
2025-12-21,28,0
2025-12-21,3,0
2025-12-21,8,0
2025-12-21,19,0
2025-12-21,31,14
2025-12-21,54,11
2025-12-21,30,0
2025-12-21,22,6
2025-12-21,12,13
2025-12-21,23,0
2025-12-21,107,0
2025-12-20,40,0
2025-12-20,2,1
2025-12-20,10,8
2025-12-20,10,9
2025-12-20,0,0
2025-12-19,16,11
2025-12-19,8,4
2025-12-19,24,24
2025-12-19,19,0
2025-12-19,1,1
2025-12-19,29,14
2025-12-19,92,0
2025-12-19,63,0
2025-12-19,17,1
2025-12-19,32,0
2025-12-19,243,0
2025-12-19,9,0
2025-12-19,11,0
2025-12-19,29,0
2025-12-19,31,0
2025-12-19,601,0
2025-12-19,161,0
2025-12-19,167,0
2025-12-19,1,0
2025-12-19,76,0
2025-12-19,2,1
2025-12-19,251,0
2025-12-19,5,0
2025-12-19,55,0
2025-12-19,3,0
2025-12-19,126,0
2025-12-19,53,0
2025-12-19,1,0
2025-12-19,77,0
2025-12-19,24,0
2025-12-19,20,0
2025-12-19,4,0
2025-12-19,13,0
2025-12-19,109,0
2025-12-19,178,0
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,0,29
2025-12-19,0,28
2025-12-19,0,27
2025-12-19,0,32
2025-12-19,3,1
2025-12-19,3,1
2025-12-19,6,4
2025-12-19,91,3
2025-12-19,46,0
2025-12-19,56,0
2025-12-19,43,0
2025-12-19,79,0
2025-12-19,92,0
2025-12-19,58,0
2025-12-19,70,0
2025-12-19,12,2
2025-12-19,44,6
2025-12-19,98,0
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,63,0
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,34,0
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,2,2
2025-12-19,87,0
2025-12-19,37,0
2025-12-19,76,0
2025-12-19,29,0
2025-12-19,28,0
2025-12-19,27,0
2025-12-19,32,0
2025-12-19,55,0
2025-12-19,40,0
2025-12-19,29,0
2025-12-19,12,0
2025-12-19,69,0
2025-12-19,10,4
2025-12-19,187,0
2025-12-19,473,0
2025-12-19,25,6
2025-12-19,473,0
2025-12-19,25,6
2025-12-18,172,0
2025-12-18,128,0
2025-12-18,182,0
2025-12-18,174,0
2025-12-18,265,0
2025-12-18,96,0
2025-12-18,28,0
2025-12-18,30,0
2025-12-18,12,0
2025-12-18,14,0
2025-12-18,9,0
2025-12-18,24,0
2025-12-18,10,0
2025-12-18,27,0
2025-12-18,12,0
2025-12-18,12,0
2025-12-18,1680,0
2025-12-18,31,0
2025-12-18,91,0
2025-12-18,358,244
2025-12-18,1193,94
2025-12-18,0,1680
2025-12-18,28,9
2025-12-18,11,0
2025-12-18,6,0
2025-12-18,22,0
2025-12-18,78,0
2025-12-18,238,0
2025-12-18,126,10
2025-12-18,79,24
2025-12-18,176,0
2025-12-18,127,98
2025-12-18,6,0
2025-12-18,19,0
2025-12-18,15,0
2025-12-18,18,0
2025-12-18,14,0
2025-12-18,28,0
2025-12-18,18,0
2025-12-18,28,0
2025-12-18,116,0
2025-12-18,85,0
2025-12-18,1,1
2025-12-18,90,0
2025-12-18,50,0
2025-12-18,1,0
2025-12-18,31,0
2025-12-18,201,0
2025-12-18,18,1
2025-12-18,13,0
2025-12-18,25,0
2025-12-18,3,0
2025-12-18,10,0
2025-12-18,17,0
2025-12-18,11,0
2025-12-18,131,0
2025-12-18,6,0
2025-12-18,439,0
2025-12-18,323,0
2025-12-18,9,0
2025-12-18,5,2
2025-12-18,7,2
2025-12-18,0,1
2025-12-11,28,0
2025-12-11,42,0
2025-12-11,43,0
2025-12-11,20,0
2025-12-11,89,0
2025-12-11,82,0
2025-12-11,23,0
2025-12-11,32,0
2025-12-11,15,0
2025-12-11,44,0
2025-12-11,110,0
2025-12-11,2,1
2025-12-11,1,1
2025-12-11,31,0
2025-12-05,3,1
2025-12-05,46,1
2025-12-05,61,18
2025-12-05,11,0
2025-12-05,333,0
2025-12-05,422,0
2025-12-05,1,1
2025-12-05,12,0
2025-12-05,4,1
2025-12-05,2,0
2025-12-05,23,0
2025-12-04,6,0
2025-12-04,47,15
2025-12-04,1,2
2025-12-04,69,42
2025-12-04,11,7
2025-12-04,68,43
2025-12-04,18,0
2025-12-04,16,0
2025-12-04,11,0
2025-12-04,486,0
2025-12-11,18,7
2025-12-11,111,0
2025-12-11,29,0
2025-12-11,14,0
2025-12-11,7,0
2025-12-11,76,0
2025-12-11,71,0
2025-12-11,1,1
2025-12-11,3,3
2025-12-11,169,0
2025-12-11,3,2
2025-12-11,1,1
2025-12-11,1,1
2025-12-11,54,41
2025-12-11,1,1
2025-12-11,109,78
2025-12-11,0,1
2025-12-11,2,7
2025-12-11,3,4
2025-12-11,2,2
2025-12-11,1,1
2025-12-11,8,8
2025-12-11,14,0
2025-12-11,44,0
2025-12-11,56,0
2025-12-11,28,0
2025-12-11,2,0
2025-12-11,2,0
2025-12-11,52,0
2025-12-11,40,4
2025-12-11,97,0
2025-12-11,17,0
2025-12-11,11,0
2025-12-11,7,0
2025-12-11,29,0
2025-12-11,64,0
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,1,1
2025-12-05,8,0
2025-12-05,3,0
2025-12-05,3,0
2025-12-05,26,0
2025-12-04,6,0
2025-12-04,47,15
2025-12-04,1,2
2025-12-04,69,42
2025-12-04,11,7
2025-12-04,68,43
2025-12-04,18,0
2025-12-04,16,0
2025-12-04,11,0
2025-12-04,486,0
2025-12-04,10,0
2025-12-04,53,0
2025-12-04,24,0
2025-12-04,59,0
2025-12-04,67,32
2025-12-04,12,0
2025-12-04,11,0
2025-12-04,119,0
2025-12-04,151,23
2025-12-04,420,0
2025-12-04,11,0
2025-12-04,65,0
2025-12-04,105,0
2025-12-04,87,0
2025-11-28,87,0
2025-11-28,25,0
2025-11-28,23,0
2025-11-28,76,0
2025-11-28,54,0
2025-11-28,27,1
2025-11-28,67,0
2025-11-28,0,68
2025-11-28,64,0
2025-11-28,51,0
2025-12-04,10,0
2025-12-04,53,0
2025-12-04,24,0
2025-12-04,59,0
2025-12-04,67,32
2025-12-04,12,0
2025-12-04,11,0
2025-12-04,119,0
2025-12-04,151,23
2025-12-04,420,0
2025-12-04,11,0
2025-12-04,65,0
2025-12-04,105,0
2025-12-04,87,0
2025-12-03,171,0
2025-11-28,87,0
2025-11-28,25,0
2025-11-28,23,0
2025-11-28,76,0
2025-11-28,54,0
2025-11-28,27,1
2025-11-28,67,0
2025-11-28,0,68
2025-11-28,64,0
2025-11-28,51,0
2025-11-28,87,0
2025-11-28,25,0
2025-11-28,23,0
2025-11-28,76,0
2025-11-28,54,0
2025-11-28,27,1
2025-11-28,67,0
2025-11-28,0,68
2025-11-28,64,0
2025-11-28,51,0
2025-11-28,166,64
2025-11-28,72,13
2025-11-28,65,0
2025-11-28,94,0
2025-11-28,265,0
2025-11-28,282,0
2025-11-28,57,0
2025-11-28,21,0
2025-11-28,17,0
2025-11-28,12,0
2025-11-28,32,0
2025-11-28,9,0
2025-11-28,1,1
2025-11-28,8,0
2025-11-28,5,0
2025-11-28,4,27
2025-11-28,41,13
2025-11-28,2,0
2025-11-28,24,0
2025-11-28,6,0
2025-11-28,15,0
2025-11-28,17,18
2025-11-28,58,0
2025-11-28,1,12
2025-11-28,0,1
2025-11-28,2,1
2025-11-28,3,1
2025-11-28,0,22
2025-11-28,0,50
2025-11-28,1,1
2025-11-28,0,9
2025-11-28,0,73
2025-11-28,0,76
2025-11-28,2,2
2025-11-28,0,8
2025-11-28,0,3
2025-11-28,0,23
2025-11-28,1,5
2025-11-28,2,5
2025-11-28,10,103
2025-11-28,10,1
2025-11-28,2,1
2025-11-28,0,20
2025-11-28,2,20
2025-11-28,0,11
2025-11-28,3,55
2025-11-28,0,14
2025-11-28,0,14
2025-11-28,0,11
2025-11-28,0,2
2025-11-28,1,2
2025-11-28,0,63
2025-11-28,37,298
2025-11-28,0,169
2025-11-28,0,163
2025-11-28,21,25
2025-11-28,47,36
2025-11-28,0,29
2025-11-28,0,32
2025-11-28,10,62
2025-11-28,5,20
2025-11-28,0,60
2025-11-28,0,30
2025-11-28,0,7
2025-11-28,2,14
2025-11-28,0,26
2025-11-28,0,10
2025-11-28,0,34
2025-11-28,0,10
2025-11-28,0,26
2025-11-28,0,12
2025-11-28,1,97
2025-11-28,1,6
2025-11-28,0,16
2025-11-28,0,14
2025-11-28,0,145
2025-11-28,0,7
2025-11-28,0,7
2025-11-28,0,58
2025-11-28,0,7
2025-11-28,0,13
2025-11-28,0,13
2025-11-28,2,2
2025-11-28,0,15
2025-11-28,0,18
2025-11-28,0,17
2025-11-28,0,15
2025-11-28,0,13
2025-11-28,0,19
2025-11-28,0,16
2025-11-28,0,37
2025-11-28,10,6
2025-11-28,0,62
2025-11-28,1,28
2025-11-28,14,140
2025-11-28,0,90
2025-11-28,1,22
2025-11-28,0,1680
2025-11-28,0,38
2025-11-28,1,2
2025-11-28,1,0
2025-11-28,1,0
2025-11-27,6,0
2025-11-27,8,0
2025-11-27,4,0
2025-11-27,23,4
2025-11-27,14,0
2025-11-27,29,0
2025-11-27,6,0
2025-11-27,7,0
2025-11-27,4,0
2025-11-27,20,0
2025-11-27,14,0
2025-11-27,11,0
2025-11-27,2,1
2025-11-27,32,0
2025-11-27,8,0
2025-11-27,3,0
2025-11-27,3,0
2025-11-27,13,0
2025-11-27,1,0
2025-11-27,1,0
2025-11-27,1,0
2025-11-26,29,0
2025-11-26,10,0
2025-11-26,13,0
2025-11-26,49,0
2025-11-26,29,0
2025-11-26,77,0
2025-11-26,54,46
2025-11-25,50,0
2025-11-20,13,0
2025-11-20,60,0
2025-11-20,26,0
2025-11-20,14,0
2025-11-20,145,0
2025-11-20,13,0
2025-11-20,15,0
2025-11-20,90,0
2025-11-19,1,2
2025-11-19,159,18
2025-11-19,169,0
2025-11-19,6,3
2025-11-19,32,0
2025-11-19,27,14
2025-11-19,20,5
2025-11-19,7,0
2025-11-19,6,0
2025-11-19,10,0
2025-11-19,26,0
2025-11-19,7,0
2025-11-19,30,16
2025-11-19,6,1
2025-11-19,16,0
2025-11-19,9,2
2025-11-19,15,0
2025-11-19,17,0
2025-11-19,19,0
2025-11-19,16,0
2025-11-19,37,0
2025-11-19,28,1
2025-11-19,107,10
2025-11-19,6,1
2025-11-19,1680,0
2025-11-14,155,35
2025-11-14,150,0
2025-11-14,25,21
2025-11-14,36,47
2025-11-14,41,2
2025-11-14,20,2
2025-11-14,8,2
2025-11-14,14,1
2025-11-14,5,0
2025-11-14,79,11
2025-11-14,7,0
2025-11-14,7,0
2025-11-14,51,0
2025-11-14,7,0
2025-11-14,13,0
2025-11-14,2,2
2025-11-14,18,0
2025-11-14,0,60
2025-11-14,6,2
2025-11-14,45,12
2025-11-14,44,15
2025-11-14,18,2
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,19
2025-11-13,1,1
2025-11-13,0,3
2025-11-13,0,7
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,20
2025-11-13,0,20
2025-11-13,0,1
2025-11-13,0,15
2025-11-13,0,24
2025-11-13,0,174
2025-11-13,0,8
2025-11-13,0,14
2025-11-13,0,49
2025-11-13,0,13
2025-11-13,0,53
2025-11-13,0,169
2025-11-13,0,24
2025-11-13,0,42
2025-11-13,0,78
2025-11-13,0,77
2025-11-13,0,128
2025-11-13,0,6
2025-11-13,0,31
2025-11-13,0,1
2025-11-13,0,3
2025-11-13,0,2
2025-11-13,0,8
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,3
2025-11-13,0,3
2025-11-13,0,7
2025-11-13,0,1
2025-11-13,0,4
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,3
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,5
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,26,0
2025-11-13,12,0
2025-11-13,1,0
2025-11-13,10,0
2025-11-13,21,0
2025-11-13,16,1
2025-11-13,19,0
2025-11-13,13,0
2025-11-13,60,0
2025-11-13,0,8
2025-11-13,29,0
2025-11-13,11,11
2025-11-13,3,0
2025-11-13,7,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,20,0
2025-11-13,20,0
2025-11-13,1,0
2025-11-13,15,0
2025-11-13,24,0
2025-11-13,174,0
2025-11-13,8,0
2025-11-13,14,0
2025-11-13,49,0
2025-11-13,13,0
2025-11-13,53,0
2025-11-13,169,0
2025-11-13,24,0
2025-11-13,42,0
2025-11-13,78,0
2025-11-13,77,0
2025-11-13,128,0
2025-11-13,6,0
2025-11-13,31,0
2025-11-13,1,0
2025-11-13,3,0
2025-11-13,2,0
2025-11-13,8,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,3,0
2025-11-13,3,0
2025-11-13,7,0
2025-11-13,1,0
2025-11-13,4,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,3,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,5,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-07,45,95
2025-11-07,14,5
2025-11-07,2,1
2025-11-07,2,1
2025-11-07,6,1
2025-11-07,4,3
2025-11-07,5,3
2025-11-07,30,10
2025-11-07,5,5
2025-11-07,95,45
2025-11-07,5,5
2025-11-06,5,14
2025-11-06,1,2
2025-11-06,1,2
2025-11-06,1,6
2025-11-06,3,4
2025-11-06,3,5
2025-11-06,10,30
2025-11-06,1,0
2025-11-03,1,2
2025-11-03,1,1
2025-11-03,10,1
2025-10-31,28,5
2025-10-31,6,0
2025-10-31,17,0
2025-10-31,5,28
2025-10-31,0,6
2025-10-31,1,1
2025-10-31,1,10
2025-10-30,0,17
2025-10-30,2,1
2025-11-21,3,1
2025-11-21,2,1
2025-11-21,17,5
2025-11-21,17,8
2025-11-21,3,1
2025-11-21,10,7
2025-11-21,2,1
2025-11-21,14,12
2025-11-21,15,0
2025-11-21,22,0
2025-11-21,6,5
2025-11-21,8,1
2025-11-21,0,1
2025-11-21,0,1
2025-11-21,76,0
2025-11-21,1,1
2025-11-21,3,0
2025-11-21,7,1
2025-11-21,1,10
2025-11-21,38,0
2025-11-21,3,0
2025-11-21,15,10
2025-11-21,1,1
2025-11-21,1,1
2025-11-21,1,0
2025-11-21,1,1
2025-11-21,12,2
2025-11-21,12,4
2025-11-21,6,1
2025-11-21,67,8
2025-11-21,12,0
2025-11-21,24,0
2025-11-21,7,0
2025-11-20,11,4
2025-11-20,2,0
2025-11-20,3,0
2025-11-20,9,0
2025-11-20,6,0
2025-11-20,17,0
2025-11-20,2,0
2025-11-20,5,5
2025-11-20,2,2
2025-11-20,6,4
2025-11-20,9,0
2025-11-20,3,3
2025-11-20,2,4
2025-11-20,4,0
2025-11-20,22,3
2025-11-19,1,1
2025-11-19,73,0
2025-11-19,2,2
2025-11-19,3,0
2025-11-19,25,0
2025-11-19,57,7
2025-11-19,0,1
2025-11-19,1,2
2025-11-19,159,18
2025-11-19,169,0
2025-11-19,6,3
2025-11-19,32,0
2025-11-19,27,14
2025-11-19,20,5
2025-11-19,7,0
2025-11-19,6,0
2025-11-19,10,0
2025-11-19,26,0
2025-11-19,7,0
2025-11-19,30,16
2025-11-19,6,1
2025-11-19,16,0
2025-11-19,9,2
2025-11-19,15,0
2025-11-19,17,0
2025-11-19,19,0
2025-11-19,16,0
2025-11-19,37,0
2025-11-19,28,1
2025-11-19,107,10
2025-11-19,6,1
2025-11-19,1680,0
2025-11-18,8,0
2025-11-18,1,1
2025-11-18,2,2
2025-11-18,21,5
2025-11-17,3,3
2025-11-17,11,0
2025-11-17,1,1
2025-11-17,3,1
2025-11-14,1,1
2025-11-14,1,2
2025-11-14,22,0
2025-11-14,50,0
2025-11-14,155,35
2025-11-14,150,0
2025-11-14,25,21
2025-11-14,36,47
2025-11-14,41,2
2025-11-14,20,2
2025-11-14,8,2
2025-11-14,14,1
2025-11-14,5,0
2025-11-14,79,11
2025-11-14,7,0
2025-11-14,7,0
2025-11-14,51,0
2025-11-14,7,0
2025-11-14,13,0
2025-11-14,2,2
2025-11-14,18,0
2025-11-14,0,60
2025-11-14,6,2
2025-11-14,45,12
2025-11-14,44,15
2025-11-14,18,2
2025-11-13,2,1
2025-11-13,20,1
2025-11-13,5,3
2025-11-13,73,0
2025-11-13,28,1
2025-11-13,53,0
2025-11-13,2,1
2025-11-13,23,5
2025-11-13,14,8
2025-11-13,2,2
2025-11-13,39,16
2025-11-13,19,9
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,19
2025-11-13,1,1
2025-11-13,0,3
2025-11-13,0,7
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,20
2025-11-13,0,20
2025-11-13,0,1
2025-11-13,0,15
2025-11-13,0,24
2025-11-13,0,174
2025-11-13,0,8
2025-11-13,0,14
2025-11-13,0,49
2025-11-13,0,13
2025-11-13,0,53
2025-11-13,0,169
2025-11-13,0,24
2025-11-13,0,42
2025-11-13,0,78
2025-11-13,0,77
2025-11-13,0,128
2025-11-13,0,6
2025-11-13,0,31
2025-11-13,0,1
2025-11-13,0,3
2025-11-13,0,2
2025-11-13,0,8
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,3
2025-11-13,0,3
2025-11-13,0,7
2025-11-13,0,1
2025-11-13,0,4
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,2
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,3
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,5
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,0,1
2025-11-13,26,0
2025-11-13,12,0
2025-11-13,1,0
2025-11-13,10,0
2025-11-13,21,0
2025-11-13,16,1
2025-11-13,19,0
2025-11-13,13,0
2025-11-13,60,0
2025-11-13,0,8
2025-11-13,29,0
2025-11-13,11,11
2025-11-05,15,1
2025-11-13,18,27
2025-11-13,23,0
2025-11-13,3,0
2025-11-13,7,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,20,0
2025-11-13,20,0
2025-11-13,1,0
2025-11-13,15,0
2025-11-13,24,0
2025-11-13,174,0
2025-11-13,8,0
2025-11-13,14,0
2025-11-13,49,0
2025-11-13,13,0
2025-11-13,53,0
2025-11-13,169,0
2025-11-13,24,0
2025-11-13,42,0
2025-11-13,78,0
2025-11-13,77,0
2025-11-13,128,0
2025-11-13,6,0
2025-11-13,31,0
2025-11-13,1,0
2025-11-13,3,0
2025-11-13,2,0
2025-11-13,8,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,3,0
2025-11-13,3,0
2025-11-13,7,0
2025-11-13,1,0
2025-11-13,4,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,2,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,3,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,5,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-13,1,0
2025-11-04,21,0
2025-11-04,1,1
2025-11-04,65,0
2025-11-04,25,8
2025-11-11,7,0
2025-11-11,4,2
2025-11-11,3,2
2025-11-11,1,1
2025-11-11,2,2
2025-11-11,15,6
2025-11-11,2,3
2025-11-11,14,15
2025-11-11,10,1
2025-11-10,4,0
2025-11-10,3,0
2025-11-10,10,3
2025-11-10,19,0
