DOC0091,TITLE002,在职,CLIN022,,,DEP022
DOC0092,TITLE003,在职,CLIN017,,,DEP017
DOC0093,TITLE002,在职,CLIN015,,,DEP015
DOC0094,TITLE002,在职,CLIN022,,,DEP022
DOC0095,TITLE003,在职,CLIN012,,,DEP012
DOC0096,TITLE004,在职,CLIN010,,,DEP010
DOC0097,TITLE003,在职,CLIN013,,,DEP013
DOC0098,TITLE003,在职,CLIN011,,,DEP011
DOC0099,TITLE004,在职,CLIN005,,,DEP005
DOC0100,TITLE004,在职,CLIN022,,,DEP022
DOC0101,TITLE003,在职,CLIN011,,,DEP011
DOC0102,TITLE002,在职,CLIN007,,,DEP005
DOC0103,TITLE003,在职,CLIN010,,,DEP010
DOC0104,TITLE002,在职,CLIN005,,,DEP005
DOC0105,TITLE003,在职,CLIN010,,,DEP010
DOC0106,TITLE003,在职,CLIN021,,,DEP021
DOC0107,TITLE002,在职,CLIN016,,,DEP016
DOC0108,TITLE003,在职,CLIN011,,,DEP011
DOC0109,TITLE003,在职,CLIN010,,,DEP010
DOC0110,TITLE002,在职,CLIN005,,,DEP005
DOC0111,TITLE003,在职,CLIN011,,,DEP011
DOC0112,TITLE002,在职,CLIN016,,,DEP016
DOC0113,TITLE002,在职,CLIN022,,,DEP022
DOC0114,TITLE003,在职,CLIN020,,,DEP020
DOC0115,TITLE002,在职,CLIN015,,,DEP015
DOC0116,TITLE003,在职,CLIN013,,,DEP013
DOC0117,TITLE004,在职,CLIN010,,,DEP010
DOC0118,TITLE002,在职,CLIN012,,,DEP012
DOC0119,TITLE004,在职,CLIN011,,,DEP011
DOC0120,TITLE003,在职,CLIN022,,,DEP022
DOC0121,TITLE003,在职,CLIN012,,,DEP012
DOC0122,TITLE003,在职,CLIN022,,,DEP022
DOC0123,TITLE004,在职,CLIN022,,,DEP022
DOC0124,TITLE002,在职,CLIN021,,,DEP021
DOC0125,TITLE003,在职,CLIN013,,,DEP013
DOC0126,TITLE003,在职,CLIN010,,,DEP010
DOC0127,TITLE002,在职,CLIN022,,,DEP022
DOC0128,TITLE004,在职,CLIN005,,,DEP005
DOC0129,TITLE004,在职,CLIN007,,,DEP005
DOC0130,TITLE003,在职,CLIN014,,,DEP014
DOC0131,TITLE004,在职,CLIN007,,,DEP005
DOC0132,TITLE003,在职,CLIN013,,,DEP013
DOC0133,TITLE004,在职,CLIN010,,,DEP010
DOC0134,TITLE003,在职,CLIN022,,,DEP022
DOC0135,TITLE004,在职,CLIN008,,,DEP008
DOC0136,TITLE004,在职,CLIN011,,,DEP011
DOC0082,TITLE004,在职,CLIN012,唱跳rap篮球,唱跳rap篮球,DEP012
DOC0137,TITLE004,在职,CLIN019,,,DEP019
DOC0138,TITLE004,在职,CLIN010,,,DEP010
DOC0139,TITLE004,在职,CLIN010,,,DEP010
DOC0140,TITLE004,在职,CLIN012,,,DEP012
DOC0141,TITLE004,在职,CLIN022,,,DEP022
DOC0142,TITLE004,在职,CLIN012,,,DEP012
DOC0143,TITLE004,在职,CLIN013,,,DEP013
DOC0144,TITLE002,在职,CLIN020,,,DEP020
DOC0145,TITLE002,在职,CLIN017,,,DEP017
DOC0146,TITLE002,在职,CLIN010,,,DEP010
DOC0147,TITLE002,在职,CLIN016,,,DEP016
DOC0148,TITLE002,在职,CLIN016,,,DEP016
DOC0149,TITLE002,在职,CLIN022,,,DEP022
DOC0150,TITLE004,在职,CLIN013,,,DEP013
DOC0151,TITLE004,在职,CLIN005,,,DEP005
DOC0152,TITLE002,在职,CLIN010,,,DEP010
DOC0153,TITLE004,在职,CLIN016,,,DEP016
DOC0154,TITLE004,在职,CLIN012,,,DEP012
DOC0155,TITLE004,在职,CLIN010,,,DEP010
DOC0156,TITLE004,在职,CLIN005,,,DEP005
DOC0157,TITLE004,在职,CLIN007,,,DEP005
DOC0158,TITLE004,在职,CLIN011,,,DEP011
DOC0159,TITLE004,在职,CLIN022,,,DEP022
DOC0160,TITLE004,在职,CLIN012,,,DEP012
DOC0161,TITLE002,在职,CLIN012,,,DEP012
DOC0162,TITLE002,在职,CLIN009,,,DEP009
DOC0163,TITLE004,在职,CLIN011,,,DEP011
DOC0164,TITLE004,在职,CLIN013,,,DEP013
DOC0165,TITLE004,在职,CLIN010,,,DEP010
DOC0166,TITLE002,在职,CLIN006,,,DEP005
DOC0167,TITLE002,在职,CLIN011,,,DEP011
DOC0168,TITLE004,在职,CLIN010,,,DEP010
DOC0169,TITLE002,在职,CLIN016,,,DEP016
DOC0170,TITLE004,在职,CLIN011,,,DEP011
DOC0171,TITLE002,在职,CLIN021,,,DEP021
DOC0172,TITLE004,在职,CLIN013,,,DEP013
DOC0173,TITLE004,在职,CLIN022,,,DEP022
DOC0174,TITLE002,在职,CLIN010,,,DEP010
DOC0175,TITLE004,在职,CLIN022,,,DEP022
DOC0176,TITLE004,在职,CLIN021,,,DEP021
DOC0177,TITLE004,在职,CLIN022,,,DEP022
DOC0178,TITLE004,在职,CLIN010,,,DEP010
DOC0179,TITLE004,在职,CLIN022,,,DEP022
DOC0180,TITLE004,在职,CLIN016,,,DEP016
DOC0181,TITLE004,在职,CLIN022,,,DEP022
DOC0182,TITLE004,在职,CLIN011,,,DEP011
DOC0183,TITLE004,在职,CLIN011,,,DEP011
DOC0184,TITLE004,在职,CLIN010,,,DEP010
DOC0185,TITLE004,在职,CLIN012,,,DEP012
DOC0186,TITLE002,在职,CLIN011,,,DEP011
DOC0187,TITLE002,在职,CLIN016,,,DEP016
DOC0188,TITLE004,在职,CLIN011,,,DEP011
DOC0189,TITLE002,在职,CLIN012,,,DEP012
DOC0190,TITLE002,在职,CLIN016,,,DEP016
DOC0191,TITLE004,在职,CLIN011,,,DEP011
DOC0192,TITLE004,在职,CLIN016,,,DEP016
DOC0193,TITLE002,在职,CLIN016,,,DEP016
DOC0194,TITLE002,在职,CLIN006,,,DEP005
DOC0195,TITLE002,在职,CLIN017,,,DEP017
DOC0196,TITLE004,在职,CLIN013,,,DEP013
DOC0197,TITLE004,在职,CLIN005,,,DEP005
DOC0198,TITLE004,在职,CLIN011,,,DEP011
DOC0199,TITLE004,在职,CLIN005,,,DEP005
DOC0200,TITLE004,在职,CLIN010,,,DEP010
DOC0201,TITLE002,在职,CLIN010,,,DEP010
DOC0202,TITLE004,在职,CLIN019,,,DEP019
DOC0203,TITLE002,在职,CLIN018,,,DEP018
DOC0204,TITLE004,在职,CLIN007,,,DEP005
DOC0205,TITLE004,在职,CLIN007,,,DEP005
DOC0206,TITLE002,在职,CLIN005,,,DEP005
DOC0207,TITLE002,在职,CLIN011,,,DEP011
DOC0208,TITLE004,在职,CLIN010,,,DEP010
DOC0209,TITLE002,在职,CLIN018,,,DEP018
DOC0210,TITLE002,在职,CLIN016,,,DEP016
DOC0211,TITLE004,在职,CLIN007,,,DEP005
DOC0212,TITLE004,在职,CLIN022,,,DEP022
DOC0213,TITLE002,在职,CLIN005,,,DEP005
DOC0214,TITLE004,在职,CLIN022,,,DEP022
DOC0215,TITLE004,在职,CLIN013,,,DEP013
DOC0216,TITLE004,在职,CLIN022,,,DEP022
DOC0217,TITLE004,在职,CLIN021,,,DEP021
DOC0218,TITLE004,在职,CLIN013,,,DEP013
DOC0219,TITLE002,在职,CLIN012,,,DEP012
DOC0220,TITLE004,在职,CLIN010,,,DEP010
DOC0221,TITLE004,在职,CLIN011,,,DEP011
DOC0222,TITLE002,在职,CLIN006,,,DEP005
DOC0223,TITLE004,在职,CLIN011,,,DEP011
DOC0224,TITLE004,在职,CLIN021,,,DEP021
DOC0225,TITLE003,在职,CLIN015,,,DEP015
DOC0226,TITLE003,在职,CLIN010,,,DEP010
DOC0227,TITLE004,在职,CLIN020,,,DEP020
DOC0228,TITLE003,在职,CLIN011,,,DEP011
DOC0229,TITLE003,在职,CLIN022,,,DEP022
DOC0230,TITLE004,在职,CLIN005,,,DEP005
DOC0231,TITLE004,在职,CLIN022,,,DEP022
DOC0232,TITLE003,在职,CLIN018,,,DEP018
DOC0233,TITLE004,在职,CLIN006,,,DEP005
DOC0234,TITLE003,在职,CLIN005,,,DEP005
DOC0235,TITLE003,在职,CLIN018,,,DEP018
DOC0236,TITLE004,在职,CLIN012,,,DEP012
DOC0237,TITLE003,在职,CLIN005,,,DEP005
DOC0238,TITLE004,在职,CLIN022,,,DEP022
DOC0239,TITLE003,在职,CLIN013,,,DEP013
DOC0240,TITLE004,在职,CLIN012,,,DEP012
DOC0241,TITLE004,在职,CLIN005,,,DEP005
DOC0242,TITLE003,在职,CLIN022,,,DEP022
DOC0243,TITLE003,在职,CLIN005,,,DEP005
DOC0244,TITLE003,在职,CLIN021,,,DEP021
DOC0245,TITLE003,在职,CLIN013,,,DEP013
DOC0246,TITLE003,在职,CLIN018,,,DEP018
DOC0247,TITLE003,在职,CLIN022,,,DEP022
DOC0248,TITLE004,在职,CLIN008,,,DEP008
DOC0249,TITLE003,在职,CLIN022,,,DEP022
DOC0250,TITLE004,在职,CLIN011,,,DEP011
DOC0251,TITLE004,在职,CLIN011,,,DEP011
DOC0252,TITLE004,在职,CLIN022,,,DEP022
DOC0253,TITLE003,在职,CLIN010,,,DEP010
DOC0254,TITLE003,在职,CLIN021,,,DEP021
DOC0255,TITLE003,在职,CLIN010,,,DEP010
DOC0256,TITLE004,在职,CLIN013,,,DEP013
DOC0257,TITLE004,在职,CLIN010,,,DEP010
DOC0258,TITLE004,在职,CLIN011,,,DEP011
DOC0259,TITLE003,在职,CLIN021,,,DEP021
DOC0260,TITLE004,在职,CLIN005,,,DEP005
DOC0261,TITLE004,在职,CLIN011,,,DEP011
DOC0262,TITLE003,在职,CLIN013,,,DEP013
DOC0263,TITLE004,在职,CLIN008,,,DEP008
DOC0264,TITLE004,在职,CLIN013,,,DEP013
DOC0265,TITLE004,在职,CLIN022,,,DEP022
DOC0266,TITLE004,在职,CLIN010,,,DEP010
DOC0267,TITLE004,在职,CLIN013,,,DEP013
DOC0268,TITLE003,在职,CLIN010,,,DEP010
DOC0269,TITLE004,在职,CLIN017,,,DEP017
DOC0270,TITLE004,在职,CLIN007,,,DEP005
DOC0271,TITLE004,在职,CLIN011,,,DEP011
DOC0272,TITLE003,在职,CLIN010,,,DEP010
DOC0273,TITLE004,在职,CLIN010,,,DEP010
DOC0274,TITLE004,在职,CLIN014,,,DEP014
DOC0275,TITLE004,在职,CLIN010,,,DEP010
DOC0276,TITLE004,在职,CLIN005,,,DEP005
DOC0277,TITLE004,在职,CLIN013,,,DEP013
DOC0278,TITLE003,在职,CLIN022,,,DEP022
DOC0279,TITLE004,在职,CLIN022,,,DEP022
DOC0280,TITLE004,在职,CLIN005,,,DEP005
DOC0281,TITLE003,在职,CLIN007,,,DEP005
DOC0282,TITLE004,在职,CLIN012,,,DEP012
DOC0283,TITLE004,在职,CLIN013,,,DEP013
DOC0284,TITLE004,在职,CLIN011,,,DEP011
DOC0285,TITLE004,在职,CLIN011,,,DEP011
DOC0286,TITLE004,在职,CLIN013,,,DEP013
DOC0287,TITLE004,在职,CLIN022,,,DEP022
DOC0288,TITLE003,在职,CLIN022,,,DEP022
DOC0289,TITLE004,在职,CLIN012,,,DEP012
DOC0290,TITLE004,在职,CLIN014,,,DEP014
DOC0291,TITLE004,在职,CLIN011,,,DEP011
DOC0292,TITLE004,在职,CLIN013,,,DEP013
DOC0293,TITLE003,在职,CLIN018,,,DEP018
DOC0294,TITLE004,在职,CLIN013,,,DEP013
DOC0295,TITLE003,在职,CLIN018,,,DEP018
DOC0296,TITLE003,在职,CLIN018,,,DEP018
DOC0297,TITLE003,在职,CLIN021,,,DEP021
DOC0298,TITLE004,在职,CLIN012,,,DEP012
DOC0299,TITLE004,在职,CLIN010,,,DEP010
DOC0300,TITLE004,在职,CLIN022,,,DEP022
DOC0301,TITLE004,在职,CLIN011,,,DEP011
DOC0302,TITLE003,在职,CLIN018,,,DEP018
DOC0303,TITLE004,在职,CLIN014,,,DEP014
DOC0304,TITLE004,在职,CLIN006,,,DEP005
DOC0305,TITLE004,在职,CLIN013,,,DEP013
DOC0306,TITLE004,在职,CLIN012,,,DEP012
DOC0307,TITLE003,在职,CLIN006,,,DEP005
DOC0308,TITLE004,在职,CLIN022,,,DEP022
DOC0309,TITLE004,在职,CLIN008,,,DEP008
DOC0310,TITLE003,在职,CLIN010,,,DEP010
DOC0311,TITLE003,在职,CLIN005,,,DEP005
DOC0312,TITLE004,在职,CLIN005,,,DEP005
DOC0313,TITLE004,在职,CLIN012,,,DEP012
DOC0314,TITLE004,在职,CLIN011,,,DEP011
DOC0315,TITLE004,在职,CLIN019,,,DEP019
DOC0316,TITLE003,在职,CLIN005,,,DEP005
DOC0317,TITLE004,在职,CLIN022,,,DEP022
DOC0318,TITLE003,在职,CLIN022,,,DEP022
DOC0319,TITLE004,在职,CLIN011,,,DEP011
DOC0320,TITLE004,在职,CLIN022,,,DEP022
DOC0321,TITLE004,在职,CLIN005,,,DEP005
DOC0322,TITLE003,在职,CLIN009,,,DEP009
DOC0323,TITLE004,在职,CLIN007,,,DEP005
DOC0324,TITLE004,在职,CLIN014,,,DEP014
DOC0325,TITLE003,在职,CLIN022,,,DEP022
DOC0326,TITLE004,在职,CLIN010,,,DEP010
DOC0327,TITLE004,在职,CLIN006,,,DEP005
DOC0328,TITLE004,在职,CLIN010,,,DEP010
DOC0329,TITLE004,在职,CLIN005,,,DEP005
DOC0330,TITLE004,在职,CLIN016,,,DEP016
DOC0331,TITLE003,在职,CLIN010,,,DEP010
DOC0332,TITLE003,在职,CLIN005,,,DEP005
DOC0333,TITLE004,在职,CLIN022,,,DEP022
DOC0334,TITLE004,在职,CLIN019,,,DEP019
DOC0335,TITLE004,在职,CLIN015,,,DEP015
DOC0336,TITLE003,在职,CLIN007,,,DEP005
DOC0337,TITLE004,在职,CLIN019,,,DEP019
DOC0338,TITLE004,在职,CLIN022,,,DEP022
DOC0339,TITLE004,在职,CLIN012,,,DEP012
DOC0340,TITLE004,在职,CLIN022,,,DEP022
DOC0341,TITLE004,在职,CLIN010,,,DEP010
DOC0342,TITLE003,在职,CLIN016,,,DEP016
DOC0343,TITLE003,在职,CLIN018,,,DEP018
DOC0344,TITLE004,在职,CLIN010,,,DEP010
DOC0345,TITLE004,在职,CLIN007,,,DEP005
DOC0346,TITLE004,在职,CLIN010,,,DEP010
DOC0347,TITLE004,在职,CLIN012,,,DEP012
DOC0348,TITLE004,在职,CLIN010,,,DEP010
DOC0349,TITLE004,在职,CLIN022,,,DEP022
DOC0350,TITLE004,在职,CLIN012,,,DEP012
DOC0351,TITLE004,在职,CLIN014,,,DEP014
DOC0352,TITLE003,在职,CLIN021,,,DEP021
DOC0353,TITLE003,在职,CLIN006,,,DEP005
DOC0354,TITLE004,在职,CLIN013,,,DEP013
DOC0355,TITLE004,在职,CLIN017,,,DEP017
DOC0356,TITLE003,在职,CLIN010,,,DEP010
DOC0357,TITLE004,在职,CLIN017,,,DEP017
DOC0358,TITLE004,在职,CLIN022,,,DEP022
DOC0359,TITLE004,在职,CLIN012,,,DEP012
DOC0360,TITLE004,在职,CLIN005,,,DEP005
DOC0361,TITLE003,在职,CLIN010,,,DEP010
DOC0362,TITLE004,在职,CLIN013,,,DEP013
DOC0363,TITLE004,在职,CLIN011,,,DEP011
DOC0364,TITLE004,在职,CLIN010,,,DEP010
DOC0365,TITLE004,在职,CLIN013,,,DEP013
DOC0366,TITLE004,在职,CLIN012,,,DEP012
DOC0367,TITLE004,在职,CLIN013,,,DEP013
DOC0368,TITLE003,在职,CLIN005,,,DEP005
DOC0369,TITLE004,在职,CLIN022,,,DEP022
DOC0002,TITLE002,在职,CLIN006,1999年由白求恩医科大学临床医学七年制转至中国协和医科大学，2001年博士毕业。历任北京协和医院内科住院医、总住院医师，2006年始入心内科任主治医师，经专科培训后从事心内科专科门诊及病房工作。,心肌病、心脏瓣膜病、心力衰竭及继发于全身性疾病的心脏疾患的诊治,DEP005
DOC0001,TITLE001,在职,CLIN005,博士研究生导师，心脏医学中心（筹）负责人。于1996年进入心内科并开始参加心内科的各项临床工作。2000年晋升副主任医师。2006年晋升主任医师。,冠心病介入治疗，高血压、高脂血症等心血管疾病诊治,DEP005
DOC0004,TITLE004,在职,CLIN005,<null>,1. 冠心病介入治疗：擅长胸痛的鉴别诊断及急性心肌梗死、不稳定心绞痛、急性冠脉综合征、各种类型的冠心病的诊断和治疗；2. 各种缓慢型心律失常（包括严重的窦性心动过缓、病态窦房结综合征、严重的高度房室传导阻滞及三度房室传导阻滞）的心脏起搏治疗；3. 恶性室性心律失常的植入性心律转复除颤器ICD植入术；4. 早搏、心动过速、房颤的诊治；5. 心功能不全（心力衰竭）、的诊治；6. 顽固性高血压的诊断和个体化治疗；7. 难治性高脂血症的诊断和个体化治疗；8. 动脉硬化的防治,DEP013
DOC0003,TITLE004,在职,CLIN007,2018年毕业于清华大学临床医学实验班（八年制）获博士学位。2013-2015年美国匹兹堡大学医学院（UPMC）访问学者,心血管内科常见及疑难疾病的诊断及治疗，包括冠心病、血脂异常、高血压、心力衰竭、心肌病等,DEP005
DOC0005,TITLE001,在职,CLIN005,曾任北京协和医院医疗委员会委员，北京协和医院优秀保健专家，北京协和医院病历评审专家，多次荣获北京协和医院医疗科研成果奖。,糖尿病肾病及各种肾小球疾病，包括罕见肾脏病、血液净化及肾移植的内科问题,DEP005
DOC0006,TITLE002,在职,CLIN013,2000年毕业于中国协和医科大学，临床医学博士学位。专注于肾内科领域各类有创诊疗手段，为中国医院协会血液净化中心管理分会血液净化通路学组全国委员。,熟悉肾内科常见疾病以及血液净化相关诊疗，尤其专注于肾内科领域各类有创诊疗手段，包括肾穿刺活检、腹膜透析导管、各类中心静脉置管、自体内瘘、人工血管内瘘的建立及各种并发症的诊断处理。,DEP013
